time,seconds_elapsed,z,y,x
1682997779449322000,0.038322021484375,9.784199714660645,0.5734999775886536,-0.3310000002384186
1682997779469328400,0.058328369140625,9.784199714660645,0.5734999775886536,-0.3310000002384186
1682997779489322000,0.078322021484375,-0.13769999146461487,9.800899505615234,-0.3050000071525574
1682997779509323500,0.098323486328125,-0.14010000228881836,9.801499366760254,-0.2824999988079071
1682997779529322000,0.118322021484375,-0.14729999005794525,9.801400184631348,-0.28290000557899475
1682997779549322000,0.138322021484375,-0.1394999921321869,9.801400184631348,-0.28610000014305115
1682997779569323500,0.158323486328125,-0.10679999738931656,9.802499771118164,-0.2628999948501587
1682997779589322000,0.178322021484375,-0.053599998354911804,9.80359935760498,-0.23809999227523804
1682997779609322000,0.198322021484375,-0.026399999856948853,9.80359935760498,-0.24249999225139618
1682997779629322000,0.218322021484375,-0.009999999776482582,9.803799629211426,-0.23359999060630798
1682997779649322000,0.238322021484375,0.05949999764561653,9.802299499511719,-0.284199982881546
1682997779669322000,0.258322021484375,-0.003599999938160181,9.80270004272461,-0.2757999897003174
1682997779689322000,0.278322021484375,-0.048499997705221176,9.803099632263184,-0.25699999928474426
1682997779709322000,0.298322021484375,-0.06929999589920044,9.803400039672852,-0.23929999768733978
1682997779729322000,0.318322021484375,-0.07459999620914459,9.803500175476074,-0.2328999936580658
1682997779749322000,0.338322021484375,-0.07639999687671661,9.803400039672852,-0.23739999532699585
1682997779769322000,0.358322021484375,-0.07369999587535858,9.803299903869629,-0.24489998817443848
1682997779789322000,0.378322021484375,-0.07180000096559525,9.803199768066406,-0.2483000010251999
1682997779809322000,0.398322021484375,-0.07349999994039536,9.803199768066406,-0.24799999594688416
1682997779829322000,0.418322021484375,-0.07880000025033951,9.803099632263184,-0.2483999878168106
1682997779849322000,0.438322021484375,-0.08320000022649765,9.802899360656738,-0.25619998574256897
1682997779869322000,0.458322021484375,-0.08630000054836273,9.802399635314941,-0.27469998598098755
1682997779889322000,0.478322021484375,-0.09589999914169312,9.801899909973145,-0.2890999913215637
1682997779909322000,0.498322021484375,-0.12199999392032623,9.8016996383667,-0.28509998321533203
1682997779929322000,0.518322021484375,-0.16030000150203705,9.801300048828125,-0.27789998054504395
1682997779949322000,0.538322021484375,-0.2053999900817871,9.800700187683105,-0.2703999876976013
1682997779969322000,0.558322021484375,-0.26579999923706055,9.799599647521973,-0.2563000023365021
1682997779989322000,0.578322021484375,-0.34299999475479126,9.797599792480469,-0.2409999966621399
1682997780009322000,0.598322021484375,-0.43449997901916504,9.794300079345703,-0.22749999165534973
1682997780029322000,0.618322021484375,-0.5329999923706055,9.78969955444336,-0.21660000085830688
1682997780049322000,0.638322021484375,-0.6265999674797058,9.784199714660645,-0.21570000052452087
1682997780069322000,0.658322021484375,-0.7069000005722046,9.778399467468262,-0.2280000001192093
1682997780089322000,0.678322021484375,-0.7734999656677246,9.773099899291992,-0.24049998819828033
1682997780109322000,0.698322021484375,-0.8305000066757202,9.76830005645752,-0.24609999358654022
1682997780129322000,0.718322021484375,-0.8756999969482422,9.764399528503418,-0.2442999929189682
1682997780149322000,0.738322021484375,-0.9073999524116516,9.761699676513672,-0.2336999922990799
1682997780169322000,0.758322021484375,-0.9195999503135681,9.760899543762207,-0.21879999339580536
1682997780189322000,0.778322021484375,-0.9088999629020691,9.762199401855469,-0.20589999854564667
1682997780209322000,0.798322021484375,-0.8901000022888184,9.764299392700195,-0.1906999945640564
