time,seconds_elapsed,z,y,x,,,,z,y,x,,,t,z,y,x
1.68301E+18,2.201399658,0.570599973,0.0035,0.721699953,,,,2.842000008,0.555400014,9.369299889,,,110,3.412599981,0.558900014,10.09099984
1.68301E+18,2.221399658,1.32069993,-0.0579,2.368700027,,,,2.778399944,0.538399994,9.389399529,,,111,4.099099874,0.480499994,11.75809956
1.68301E+18,2.241401123,1.551999927,-0.110099994,2.986899853,,,,2.713699818,0.531799972,9.408599854,,,112,4.265699744,0.421699978,12.39549971
1.68301E+18,2.261399658,1.322999954,-0.204599991,2.234499931,,,,2.687899828,0.537999988,9.415699959,,,113,4.010899782,0.333399996,11.65019989
1.68301E+18,2.281399658,1.361699939,-0.700699985,2.182299852,,,,2.707999945,0.553600013,9.408999443,,,114,4.069699883,-0.147099972,11.5912993
1.68301E+18,2.301399658,1.471199989,-1.04460001,3.212199926,,,,2.70630002,0.564099967,9.408899307,,,115,4.17750001,-0.480500042,12.62109923
1.68301E+18,2.321401123,1.031099916,-0.807899952,3.226699829,,,,2.656100035,0.552899957,9.423799515,,,116,3.68719995,-0.254999995,12.65049934
1.68301E+18,2.341399658,0.150199994,-0.339899987,1.958999991,,,,2.615099907,0.536000013,9.436299324,,,117,2.765299901,0.196100026,11.39529932
1.68301E+18,2.361399658,-0.338699996,0.051399998,-0.451499999,,,,2.623699903,0.527099967,9.434399605,,,118,2.284999907,0.578499965,8.982899606
1.68301E+18,2.381402832,-0.078599997,-0.1963,-1.320199966,,,,2.706799984,0.529699981,9.410699844,,,119,2.628199987,0.333399981,8.090499878
1.68301E+18,2.401402832,0.358399987,-0.697799981,0.169599995,,,,2.769799948,0.540899992,9.391699791,,,120,3.128199935,-0.156899989,9.561299786
1.68301E+18,2.421399658,0.327099979,-0.9727,2.234200001,,,,2.752099991,0.551100016,9.396399498,,,121,3.07919997,-0.421599984,11.6305995
1.68301E+18,2.441402832,-0.339899987,-1.024600029,2.912099838,,,,2.683699846,0.573499978,9.41479969,,,122,2.343799859,-0.451100051,12.32689953
1.68301E+18,2.461402832,-0.361000001,-1.244799972,1.945899963,,,,2.655699968,0.617199957,9.41989994,,,123,2.294699967,-0.627600014,11.3657999
1.68301E+18,2.481399658,0.147399992,-1.520299911,0.934699953,,,,2.706199884,0.67689997,9.401499748,,,124,2.853599876,-0.843399942,10.3361997
1.68301E+18,2.501399658,0.211699992,-1.532099962,-0.0396,,,,2.779199839,0.737699986,9.375499725,,,125,2.990899831,-0.794399977,9.335899726
1.68301E+18,2.521401123,-0.603299975,-1.528499961,-0.929099977,,,,2.83920002,0.792999983,9.352999687,,,126,2.235900044,-0.735499978,8.42389971
1.68301E+18,2.541399658,-1.554499984,-1.441299915,-1.474699974,,,,2.868599892,0.843099952,9.339699745,,,127,1.314099908,-0.598199964,7.864999771
1.68301E+18,2.561399658,-2.077800035,-1.449999928,-1.790699959,,,,2.881899834,0.881199956,9.331999779,,,128,0.804099798,-0.568799973,7.54129982
1.68301E+18,2.581402832,-2.085199833,-1.273899913,-1.98939991,,,,2.899199963,0.901299953,9.324799538,,,129,0.81400013,-0.372599959,7.335399628
1.68301E+18,2.601399658,-1.762699962,-0.961099982,-1.973099947,,,,2.91989994,0.9023,9.318200111,,,130,1.157199979,-0.058799982,7.345100164
1.68301E+18,2.621399658,-1.409199953,-0.765699983,-1.823899984,,,,2.929199934,0.89319998,9.316199303,,,131,1.519999981,0.127499998,7.492299318
1.68301E+18,2.641399658,-0.888899982,-0.570800006,-1.822699904,,,,2.938499928,0.874799967,9.31499958,,,132,2.049599946,0.30399996,7.492299676
1.68301E+18,2.661401123,-0.346199989,-0.439499974,-1.770699978,,,,2.954699993,0.851399958,9.311999321,,,133,2.608500004,0.411899984,7.541299343
1.68301E+18,2.681399658,0.131499991,-0.170900002,-1.580199957,,,,2.977099895,0.818199992,9.307899475,,,134,3.108599886,0.64729999,7.727699518
1.68301E+18,2.701399658,-0.065399997,0.0206,-1.566799998,,,,2.99759984,0.783399999,9.304299355,,,135,2.932199843,0.804,7.737499356
1.68301E+18,2.721399658,-0.523400009,0.119599998,-1.596599936,,,,3.004499912,0.753099978,9.304599762,,,136,2.481099904,0.872699976,7.707999825
1.68301E+18,2.741401123,-0.83919996,0.342199981,-1.539899945,,,,3.006500006,0.716799974,9.306799889,,,137,2.167300045,1.058999956,7.766899943
1.68301E+18,2.761399658,-1.03489995,0.641900003,-1.26880002,,,,3.006099939,0.672100008,9.310299873,,,138,1.971199989,1.31400001,8.041499853
1.68301E+18,2.781399658,-1.258799911,0.893599987,-0.772399962,,,,3.004400015,0.626299977,9.31400013,,,139,1.745600104,1.519899964,8.541600168
1.68301E+18,2.801399658,-1.11559999,1.046700001,0.1021,,,,2.988699913,0.581099987,9.32199955,,,140,1.873099923,1.627799988,9.42409955
1.68301E+18,2.821401123,-0.648299992,1.208299994,1.032599926,,,,2.96269989,0.537199974,9.332900047,,,141,2.314399898,1.745499969,10.36549997
1.68301E+18,2.841399658,-0.047799997,1.172599912,1.736699939,,,,2.930899858,0.504299998,9.344799995,,,142,2.883099861,1.67689991,11.08149993
1.68301E+18,2.861399658,0.5722,0.970099986,1.977299929,,,,2.918799877,0.49089998,9.349299431,,,143,3.490999877,1.460999966,11.32659936
1.68301E+18,2.881401123,0.918199956,0.62650001,1.583599925,,,,2.945499897,0.491299987,9.340899467,,,144,3.863699853,1.117799997,10.92449939
1.68301E+18,2.901402832,0.84829998,-0.074599996,1.642799973,,,,3.005599976,0.506099999,9.320899963,,,145,3.853899956,0.431500003,10.96369994
1.68301E+18,2.921402832,1.476300001,-0.510800004,2.639600039,,,,3.054299831,0.510800004,9.304800034,,,146,4.530599833,0,11.94440007
1.68301E+18,2.941399658,1.700899959,-0.597000003,3.360599995,,,,3.074800014,0.479399979,9.299699783,,,147,4.775699973,-0.117600024,12.66029978
1.68301E+18,2.961402832,1.600799918,-0.355100006,3.381899834,,,,3.086699963,0.433599979,9.297999382,,,148,4.687499881,0.078499973,12.67989922
1.68301E+18,2.981402832,1.110800028,0.022499999,2.186199903,,,,3.096099854,0.379500002,9.297299385,,,149,4.206899881,0.402000001,11.48349929
1.68301E+18,3.001399658,0.664599955,-0.575699985,1.532999992,,,,3.1401999,0.350199997,9.283599854,,,150,3.804799855,-0.225499988,10.81659985
1.68301E+18,3.021402832,1.236799955,-1.586599946,2.407999992,,,,3.146699905,0.350899994,9.281399727,,,151,4.383499861,-1.235699952,11.68939972
1.68301E+18,3.041399658,1.965399981,-2.106799841,2.907099962,,,,3.114300013,0.351399988,9.292300224,,,152,5.079699993,-1.755399853,12.19940019
1.68301E+18,3.061399658,1.55129993,-2.105399847,2.391299963,,,,3.067499876,0.349999994,9.307899475,,,153,4.618799806,-1.755399853,11.69919944
1.68301E+18,3.081399658,0.814999998,-1.945299983,0.894799948,,,,3.048699856,0.356599987,9.313799858,,,154,3.863699853,-1.588699996,10.20859981
1.68301E+18,3.101399658,-0.022299999,-1.607199907,-0.666299999,,,,3.072099924,0.361699998,9.30589962,,,155,3.049799925,-1.245499909,8.639599621
1.68301E+18,3.121399658,-1.350700021,-1.550400019,-1.75,,,,3.11590004,0.363799989,9.29129982,,,156,1.765200019,-1.186600029,7.54129982
1.68301E+18,3.141399658,-2.737699986,-1.510699987,-2.405099869,,,,3.149600029,0.373199999,9.279500008,,,157,0.411900043,-1.137499988,6.874400139
1.68301E+18,3.161399658,-2.994499922,-1.257099986,-2.276900053,,,,3.151399851,0.374499977,9.278900146,,,158,0.156899929,-0.882600009,7.002000093
1.68301E+18,3.181399658,-2.125799894,-0.886500001,-1.835099936,,,,3.126099825,0.356899977,9.288099289,,,159,1.000299931,-0.529600024,7.452999353
1.68301E+18,3.201402832,-0.948599994,-0.528999984,-1.6595999,,,,3.096299887,0.332800001,9.298999786,,,160,2.147699893,-0.196199983,7.639399886
1.68301E+18,3.221399658,0.053999998,-0.286199987,-1.285399914,,,,3.074299812,0.305799991,9.307199478,,,161,3.12829981,0.019600004,8.021799564
1.68301E+18,3.241401123,0.436800003,-0.137999997,-1.018000007,,,,3.054299831,0.285099983,9.314499855,,,162,3.491099834,0.147099987,8.296499848
1.68301E+18,3.261399658,0.183299989,-0.19129999,-0.819099963,,,,3.033200026,0.279599994,9.321499825,,,163,3.216500014,0.088300005,8.502399862
1.68301E+18,3.281399658,0.014699999,-0.224299997,-0.425899982,,,,3.005699873,0.283099979,9.330299377,,,164,3.020399872,0.058799982,8.904399395
1.68301E+18,3.301399658,0.0122,-0.148299992,-0.365799993,,,,2.97879982,0.285600007,9.338899612,,,165,2.99099982,0.137300014,8.973099619
1.68301E+18,3.321402832,-0.122999996,-0.115800001,-0.879299998,,,,2.967000008,0.292400002,9.342399597,,,166,2.844000012,0.176600002,8.463099599
1.68301E+18,3.341402832,-0.220299989,-0.219399989,-1.398800015,,,,2.966199875,0.307699978,9.342199326,,,167,2.745899886,0.08829999,7.94339931
1.68301E+18,3.361399658,-0.187299997,-0.199999988,-1.281899929,,,,2.962599993,0.317599982,9.342999458,,,168,2.775299996,0.117599994,8.061099529
1.68301E+18,3.381401123,0.232999995,-0.0211,-0.434599996,,,,2.944200039,0.315299988,9.348899841,,,169,3.177200034,0.294199988,8.914299846
1.68301E+18,3.401399658,0.716600001,0.079899997,0.806899965,,,,2.901899815,0.302399993,9.362500191,,,170,3.618499815,0.382299989,10.16940016
1.68301E+18,3.421399658,1.13259995,0.049999997,1.924899936,,,,2.838999987,0.293099999,9.382100105,,,171,3.971599936,0.343099996,11.30700004
1.68301E+18,3.441399658,1.372900009,-0.027099999,2.278499842,,,,2.77519989,0.291899979,9.401199341,,,172,4.148099899,0.26479998,11.67969918
1.68301E+18,3.461399658,1.069499969,-0.177499995,1.397199988,,,,2.745199919,0.305000007,9.409599304,,,173,3.814699888,0.127500013,10.80679929
1.68301E+18,3.481399658,0.606400013,-0.407700002,0.479699999,,,,2.757099867,0.329299986,9.40530014,,,174,3.36349988,-0.078400016,9.885000139
1.68301E+18,3.501399658,0.931899965,-0.914999962,1.505499959,,,,2.77489996,0.346199989,9.399399757,,,175,3.706799924,-0.568799973,10.90489972
1.68301E+18,3.521401123,1.389500022,-0.936399996,3.080499887,,,,2.729199886,0.338200003,9.413099289,,,176,4.118699908,-0.598199993,12.49359918
1.68301E+18,3.541402832,1.226999998,-0.757699966,3.120499849,,,,2.666100025,0.316399992,9.431900024,,,177,3.893100023,-0.441299975,12.55239987
1.68301E+18,3.561399658,1.166299939,-0.416799992,1.562699914,,,,2.638599873,0.299099982,9.440199852,,,178,3.804899812,-0.117700011,11.00289977
1.68301E+18,3.581402832,0.873399973,-0.385699987,-0.483399987,,,,2.686300039,0.287699997,9.427100182,,,179,3.559700012,-0.09799999,8.943700194
1.68301E+18,3.601402832,0.690199971,-0.684899986,-0.397199988,,,,2.781299829,0.282799989,9.399700165,,,180,3.471499801,-0.402099997,9.002500176
