time,seconds_elapsed,z,y,x,,,z,y,x,,t,z,y,x
1.68301E+18,1.043916748,0.283899993,-0.085299999,-0.039099999,,,1.343899965,0.33039999,9.708499908,,51,1.627799958,0.245099992,9.66939991
1.68301E+18,1.063916748,0.341800004,0.084399998,0.022499999,,,1.295799971,0.317499995,9.715399742,,52,1.637599975,0.401899993,9.737899741
1.68301E+18,1.083916748,0.208199993,0.253800005,0.065200001,,,1.252900004,0.29519999,9.721699715,,53,1.461099997,0.548999995,9.786899716
1.68301E+18,1.103916748,0.33859998,0.149399996,0.081999995,,,1.240100026,0.252599984,9.724599838,,54,1.578700006,0.40199998,9.806599833
1.68301E+18,1.123916748,0.687699974,0.142999992,0.348800004,,,1.263700008,0.209899992,9.722599983,,55,1.951399982,0.352899984,10.07139999
1.68301E+18,1.143916748,0.481099993,0.239599988,-0.046999998,,,1.313399911,0.191799998,9.716300011,,56,1.794499904,0.431399986,9.669300012
1.68301E+18,1.163916748,0.29339999,0.192099988,-0.0526,,,1.344200015,0.190299988,9.712200165,,57,1.637600005,0.382399976,9.659600165
1.68301E+18,1.183916748,0.1743,0.1096,0.145099998,,,1.355499983,0.194299996,9.710499763,,58,1.529799983,0.303899996,9.855599761
1.68301E+18,1.203918457,0.243000001,0.107699998,-0.153300002,,,1.394599915,0.196199998,9.704899788,,59,1.637599915,0.303899996,9.551599786
1.68301E+18,1.223918457,0.149899989,0.027199998,-0.212499991,,,1.458299994,0.198200002,9.69549942,,60,1.608199984,0.225400001,9.482999429
1.68301E+18,1.243918457,0.201299995,-0.0942,0.088799998,,,1.504899979,0.202099994,9.688300133,,61,1.706199974,0.107899994,9.777100131
1.68301E+18,1.263918457,0.170599997,-0.157600001,0.258899987,,,1.52579999,0.206699997,9.684999466,,62,1.696399987,0.049099997,9.943899453
1.68301E+18,1.283918457,0.103299998,-0.125399992,0.454999983,,,1.524500012,0.213599995,9.684999466,,63,1.62780001,0.088200003,10.13999945
1.68301E+18,1.303918457,0.053599998,-0.097899996,0.414299995,,,1.515299916,0.215599999,9.68639946,,64,1.568899915,0.117700003,10.10069945
1.68301E+18,1.323918457,-0.020299999,-0.030299999,0.210799992,,,1.530599952,0.216600001,9.684000015,,65,1.510299953,0.186300002,9.894800007
1.68301E+18,1.343918457,-0.111599997,-0.075899996,0.390899986,,,1.55309999,0.213199988,9.680500031,,66,1.441499993,0.137299992,10.07140002
1.68301E+18,1.363918457,-0.21769999,-0.062399998,0.540799975,,,1.57099998,0.2095,9.677700043,,67,1.35329999,0.147100002,10.21850002
1.68301E+18,1.383918457,-0.266799986,0.021,0.396799982,,,1.590699911,0.204399988,9.674599648,,68,1.323899925,0.225399988,10.07139963
1.68301E+18,1.403918457,-0.290899992,0.032600001,0.439699978,,,1.614799976,0.1928,9.670800209,,69,1.323899984,0.225400001,10.11050019
1.68301E+18,1.423918457,-0.395599991,0.021399999,0.188999996,,,1.640999913,0.184399992,9.666600227,,70,1.245399922,0.205799991,9.855600223
1.68301E+18,1.443918457,-0.398900002,0.0195,0.0964,,,1.673799992,0.176599994,9.661099434,,71,1.274899989,0.196099995,9.757499434
1.68301E+18,1.463918457,-0.334099978,0.044399999,0.170599997,,,1.706999898,0.16139999,9.655499458,,72,1.37289992,0.205799989,9.826099455
1.68301E+18,1.483918457,-0.0561,0.095100001,0.098200001,,,1.742799997,0.140100002,9.649499893,,73,1.686699998,0.235200003,9.747699894
1.68301E+18,1.503918457,0.100499995,0.1963,0.181799993,,,1.772499919,0.117399998,9.644399643,,74,1.872999914,0.313699998,9.826199636
1.68301E+18,1.523918457,0.215899989,0.0144,0.438799977,,,1.7845999,0.103199996,9.642299652,,75,2.000499889,0.117599996,10.08109963
1.68301E+18,1.543918457,0.070699997,-0.079399996,0.516799986,,,1.782699943,0.089199997,9.642799377,,76,1.85339994,0.009800002,10.15959936
1.68301E+18,1.563918457,0.187399998,0.070900001,0.244299993,,,1.793499947,0.095699996,9.640699387,,77,1.980899945,0.166599996,9.88499938
1.68301E+18,1.583918457,0.168599993,0.089899994,0.090999998,,,1.81219995,0.106199995,9.63710022,,78,1.980799943,0.196099989,9.728100218
1.68301E+18,1.603918457,0.147599995,-0.054499999,0.144099995,,,1.833199978,0.113299996,9.633099556,,79,1.980799973,0.058799997,9.777199551
1.68301E+18,1.623918457,0.037799999,0.0084,0.0189,,,1.844999909,0.118999995,9.630700111,,80,1.882799909,0.127399995,9.649600111
1.68301E+18,1.643918457,0.021,0.103299998,0.071199998,,,1.861799955,0.122099996,9.62749958,,81,1.882799955,0.225399993,9.698699579
