time,seconds_elapsed,z,y,x
1683009837555399700,0.041399658203125,-0.5598999857902527,0.7069999575614929,0.4097999930381775
1683009837575405800,0.06140576171875,-0.5598999857902527,0.7069999575614929,0.4097999930381775
1683009837595399700,0.081399658203125,0.01119999960064888,-0.004299999680370092,0.05689999833703041
1683009837615399700,0.101399658203125,-0.18050000071525574,-0.1517999917268753,0.053700000047683716
1683009837635399700,0.121399658203125,0.3240000009536743,0.19049999117851257,0.13429999351501465
1683009837655399700,0.141399658203125,0.42329999804496765,0.19979999959468842,0.07169999927282333
1683009837675399700,0.161399658203125,0.033399999141693115,-0.11069999635219574,0.4440999925136566
1683009837695399700,0.181399658203125,-0.2624000012874603,-0.19089999794960022,0.4998999834060669
1683009837715399700,0.201399658203125,-0.35679998993873596,0.020600000396370888,0.3244999945163727
1683009837735399700,0.221399658203125,-0.09759999811649323,0.3147999942302704,0.38819998502731323
1683009837755399700,0.241399658203125,0.0867999941110611,0.3009999990463257,0.33319997787475586
1683009837775401200,0.261401123046875,-0.12309999763965607,0.204599991440773,-0.024000000208616257
1683009837795399700,0.281399658203125,-0.1005999967455864,0.20409999787807465,-0.23929999768733978
1683009837815399700,0.301399658203125,0.23719999194145203,0.30320000648498535,-0.34199997782707214
1683009837835399700,0.321399658203125,0.22499999403953552,0.4449999928474426,-0.1889999955892563
1683009837855399700,0.341399658203125,0.06889999657869339,0.1143999993801117,0.2175999879837036
1683009837875399700,0.361399658203125,-0.27079999446868896,0.01529999915510416,0.5327000021934509
1683009837895399700,0.381399658203125,-0.5782999992370605,0.01679999940097332,0.20960000157356262
1683009837915401200,0.401401123046875,-0.6751999855041504,0.41290000081062317,0.031099999323487282
1683009837935402800,0.42140283203125,-0.1824999898672104,0.41849997639656067,0.35009998083114624
1683009837955399700,0.441399658203125,0.3962000012397766,0.2904999852180481,1.0997999906539917
1683009837975399700,0.461399658203125,0.6541999578475952,0.8841999769210815,1.2527999877929688
1683009837995399700,0.481399658203125,0.8271999955177307,0.1241999939084053,0.7847999930381775
1683009838015399700,0.501399658203125,0.7820999622344971,0.028299998492002487,0.4203999936580658
1683009838035399700,0.521399658203125,0.8382999897003174,0.14419999718666077,-0.1753999888896942
1683009838055401200,0.541401123046875,0.3464999794960022,0.029899999499320984,-0.01850000023841858
1683009838075399700,0.561399658203125,-0.012600000016391277,0.1639999896287918,-0.30489999055862427
1683009838095399700,0.581399658203125,-0.08020000159740448,0.2793000042438507,-0.953499972820282
1683009838115399700,0.601399658203125,-0.2935999929904938,0.19299998879432678,-0.889799952507019
1683009838135401200,0.621401123046875,-0.48409998416900635,0.06269999593496323,-0.8211999535560608
1683009838155399700,0.641399658203125,-0.536300003528595,0.21539999544620514,-0.7541999816894531
1683009838175399700,0.661399658203125,-0.6363999843597412,0.1973000019788742,-0.5830000042915344
1683009838195399700,0.681399658203125,-0.6401999592781067,0.274399995803833,-0.513700008392334
1683009838215399700,0.701399658203125,-0.5076000094413757,-0.22899998724460602,-0.2721000015735626
1683009838235399700,0.721399658203125,0.0794999971985817,-0.5209000110626221,0.24489998817443848
1683009838255399700,0.741399658203125,0.7591999769210815,-0.6387999653816223,0.917199969291687
1683009838275401200,0.761401123046875,-0.012299999594688416,0.1492999941110611,0.21289999783039093
1683009838295399700,0.781399658203125,-0.3788999915122986,0.29269999265670776,-1.5953999757766724
1683009838315399700,0.801399658203125,-0.37950000166893005,0.2556999921798706,-1.608699917793274
1683009838335399700,0.821399658203125,0.054999999701976776,-0.2678000032901764,-1.1413999795913696
1683009838355399700,0.841399658203125,0.4599999785423279,-0.13689999282360077,-1.0845999717712402
1683009838375399700,0.861399658203125,0.13159999251365662,-0.07769999653100967,-1.510699987411499
1683009838395399700,0.881399658203125,-0.2903999984264374,-0.05009999871253967,-1.8341000080108643
1683009838415399700,0.901399658203125,-1.0893999338150024,0.03629999980330467,-1.9555999040603638
1683009838435399700,0.921399658203125,-1.0705000162124634,-0.051899999380111694,-2.1930999755859375
1683009838455399700,0.941399658203125,-0.9215999841690063,-0.07829999923706055,-1.975600004196167
1683009838475399700,0.961399658203125,-0.33730000257492065,0.10269999504089355,-1.5520999431610107
1683009838495399700,0.981399658203125,-0.431799978017807,0.07039999961853027,-1.2181999683380127
1683009838515399700,1.001399658203125,-0.21490000188350677,0.18930000066757202,-0.757099986076355
1683009838535399700,1.021399658203125,-0.16439999639987946,0.40070000290870667,-0.5500999689102173
1683009838555399700,1.041399658203125,-0.26669999957084656,0.4773999750614166,-0.00139999995008111
1683009838575399700,1.061399658203125,-0.30629998445510864,0.3434999883174896,-0.2289000004529953
1683009838595399700,1.081399658203125,-0.01119999960064888,0.053999997675418854,0.04559999704360962
1683009838615399700,1.101399658203125,0.4875999987125397,-0.17679999768733978,1.1338999271392822
1683009838635399700,1.121399658203125,0.6025999784469604,-0.3456999957561493,2.217399835586548
1683009838655399700,1.141399658203125,0.6211999654769897,-0.5157999992370605,3.119499921798706
1683009838675399700,1.161399658203125,0.8078999519348145,-0.5791000127792358,3.668599843978882
1683009838695399700,1.181399658203125,1.3109999895095825,-0.6938999891281128,3.546799898147583
1683009838715399700,1.201399658203125,1.5082999467849731,-0.9239999651908875,2.9494998455047607
1683009838735399700,1.221399658203125,1.4529999494552612,-1.1684999465942383,2.3880999088287354
1683009838755399700,1.241399658203125,1.2274999618530273,-1.2631999254226685,2.1480000019073486
1683009838775399700,1.261399658203125,1.0127999782562256,-0.8941999673843384,2.172499895095825
1683009838795399700,1.281399658203125,0.5755999684333801,-0.5706999897956848,2.199899911880493
1683009838815399700,1.301399658203125,-0.19200000166893005,-0.5889999866485596,1.9334999322891235
1683009838835399700,1.321399658203125,-0.6208999752998352,-0.6990999579429626,1.1455999612808228
1683009838855399700,1.341399658203125,-0.7096999883651733,-0.913100004196167,0.013499999418854713
1683009838875399700,1.361399658203125,-0.5051999688148499,-0.7037999629974365,-0.7960000038146973
1683009838895399700,1.381399658203125,-0.2929999828338623,-0.41130000352859497,-1.0356999635696411
1683009838915399700,1.401399658203125,0.04879999905824661,-0.10499999672174454,-0.8361999988555908
1683009838935399700,1.421399658203125,0.3634999990463257,0.01529999915510416,-0.5701000094413757
1683009838955399700,1.441399658203125,0.4625999927520752,-0.02149999886751175,-0.8642999529838562
1683009838975399700,1.461399658203125,0.5450999736785889,-0.25439998507499695,-1.235700011253357
1683009838995399700,1.481399658203125,0.7757999897003174,-0.29440000653266907,-1.1833000183105469
1683009839015399700,1.501399658203125,0.9322999715805054,-0.03610000014305115,-0.8262999653816223
1683009839035399700,1.521399658203125,0.6930999755859375,0.23539999127388,-0.47839999198913574
1683009839055399700,1.541399658203125,0.32019999623298645,0.47769999504089355,-1.041599988937378
1683009839075399700,1.561399658203125,0.13499999046325684,0.5367000102996826,-1.5625
1683009839095399700,1.581399658203125,0.09209999442100525,0.638700008392334,-1.6220999956130981
1683009839115399700,1.601399658203125,0.07689999788999557,0.7741999626159668,-1.2884999513626099
1683009839135399700,1.621399658203125,-0.06889999657869339,0.7282999753952026,-1.1496000289916992
1683009839155399700,1.641399658203125,0.07739999890327454,0.46709999442100525,-1.2350000143051147
1683009839175399700,1.661399658203125,0.38429999351501465,0.1907999962568283,-0.7024999856948853
1683009839195399700,1.681399658203125,0.7045999765396118,0.07149999588727951,-0.02319999970495701
1683009839215399700,1.701399658203125,0.7811999917030334,0.034699998795986176,0.733199954032898
1683009839235399700,1.721399658203125,0.5742999911308289,0.06539999693632126,0.8212999701499939
1683009839255399700,1.741399658203125,0.4203999936580658,0.21739999949932098,0.11549999564886093
1683009839275399700,1.761399658203125,0.37939998507499695,0.28859999775886536,-0.18599998950958252
1683009839295399700,1.781399658203125,0.2126999944448471,0.2628999948501587,-0.4562999904155731
1683009839315399700,1.801399658203125,0.17759999632835388,0.2466999888420105,-0.3146999776363373
1683009839335399700,1.821399658203125,0.2303999960422516,0.3427000045776367,0.34379997849464417
1683009839355399700,1.841399658203125,-0.024399999529123306,0.3246999979019165,0.08999999612569809
1683009839375399700,1.861399658203125,-0.15039999783039093,0.11180000007152557,0.004999999888241291
1683009839395399700,1.881399658203125,0.19519999623298645,-0.2434999942779541,0.9792999625205994
1683009839415399700,1.901399658203125,0.6001999974250793,-0.724299967288971,2.011199951171875
1683009839435399700,1.921399658203125,0.7181000113487244,-0.941100001335144,2.3657000064849854
1683009839455399700,1.941399658203125,0.46230000257492065,-1.0393999814987183,2.325899839401245
1683009839475399700,1.961399658203125,-0.052400000393390656,-1.0746999979019165,1.8353999853134155
1683009839495399700,1.981399658203125,-0.3471999764442444,-1.11489999294281,1.4543999433517456
1683009839515399700,2.001399658203125,-0.27129998803138733,-1.00819993019104,1.4950000047683716
1683009839535399700,2.021399658203125,-0.49709999561309814,-0.9652999639511108,1.4361000061035156
1683009839555399700,2.041399658203125,-0.6502000093460083,-1.0634000301361084,1.5326999425888062
1683009839575399700,2.061399658203125,-0.40289998054504395,-1.2411999702453613,2.2363998889923096
1683009839595399700,2.081399658203125,-0.05429999902844429,-1.1521999835968018,2.518899917602539
1683009839615399700,2.101399658203125,0.03920000046491623,-0.8810999989509583,1.9993000030517578
1683009839635402800,2.12140283203125,-0.0640999972820282,-0.6690999865531921,0.638700008392334
1683009839655399700,2.141399658203125,-0.07779999822378159,-0.6352999806404114,-0.48399999737739563
1683009839675399700,2.161399658203125,-0.1265999972820282,-0.5931999683380127,-1.3215999603271484
1683009839695399700,2.181399658203125,-0.2766000032424927,-0.5076999664306641,-1.2197999954223633
1683009839715399700,2.201399658203125,-0.37139999866485596,-0.2433999925851822,-0.7389999628067017
1683009839735399700,2.221399658203125,-0.4122999906539917,-0.04099999740719795,-0.3091999888420105
1683009839755399700,2.241399658203125,-0.3540000021457672,0.03280000016093254,0.26659998297691345
1683009839775401200,2.261401123046875,-0.1875,0.1257999986410141,0.22589999437332153
1683009839795399700,2.281399658203125,-0.021299999207258224,0.06809999793767929,-0.07569999992847443
