time,seconds_elapsed,z,y,x,,,z,y,x,,,t,z,y,x
1.68301E+18,0.043484131,-0.479900002,-0.323399991,-1.013700008,,,0.901600003,-0.274699986,9.761199951,,,1,0.421700001,-0.598099977,8.747499943
1.68301E+18,0.063487061,-0.479900002,-0.323399991,-1.013700008,,,0.901600003,-0.274699986,9.761199951,,,2,0.421700001,-0.598099977,8.747499943
1.68301E+18,0.083482666,0.0198,0.0015,0.068099998,,,2.735800028,0.214099988,9.41479969,,,3,2.755600028,0.215599988,9.482899688
1.68301E+18,0.103482666,0.0854,-0.203699991,0.078599997,,,2.738800049,0.203699991,9.414199829,,,4,2.824200049,0,9.492799826
1.68301E+18,0.123482666,-0.0184,-0.409099996,0.145499989,,,2.734899998,0.17369999,9.41590023,,,5,2.716499997,-0.235400006,9.56140022
1.68301E+18,0.143482666,0.033199999,-0.407700002,0.0284,,,2.741999865,0.054699998,9.415299416,,,6,2.775199864,-0.353000004,9.443699416
1.68301E+18,0.163482666,-0.243099988,-0.386399984,0.376199991,,,2.72420001,0.033399999,9.420599937,,,7,2.481100023,-0.352999985,9.796799928
1.68301E+18,0.183482666,-0.828099966,-0.699199975,0.547500014,,,2.671799898,-0.0068,9.435599327,,,8,1.843699932,-0.705999974,9.983099341
1.68301E+18,0.203482666,-1.006999969,-0.83739996,0.32949999,,,2.517199993,-0.133399993,9.477099419,,,9,1.510200024,-0.970799953,9.806599408
1.68301E+18,0.223482666,-0.206799999,-0.4199,0.083700001,,,2.423099995,-0.315499991,9.497300148,,,10,2.216299996,-0.735399991,9.581000149
1.68301E+18,0.243482666,0.105499998,0.205499992,0.308099985,,,2.414700031,-0.342799991,9.49849987,,,11,2.520200029,-0.1373,9.806599855
1.68301E+18,0.263482666,0.037299998,0.608399987,0.246699989,,,2.414299965,-0.265199989,9.501099586,,,12,2.451599963,0.343199998,9.747799575
1.68301E+18,0.283482666,-0.457299978,0.616699994,0.102799997,,,2.359799862,-0.136199996,9.517499924,,,13,1.902499884,0.480499998,9.62029992
1.68301E+18,0.303482666,-0.066,0.078899994,-0.0766,,,2.311699867,-0.0005,9.530200005,,,14,2.245699868,0.078399995,9.453600004
1.68301E+18,0.323482666,-0.076299995,0.105699994,-0.434199989,,,2.292599916,0.041299999,9.534799576,,,15,2.216299921,0.146999992,9.100599587
1.68301E+18,0.343482666,-0.305999994,0.4648,-0.126299992,,,2.267400026,0.054899998,9.540699959,,,16,1.961400032,0.519699998,9.414399967
1.68301E+18,0.363482666,-0.13759999,0.495299995,0.753600001,,,2.255899906,0.0832,9.543199539,,,17,2.118299916,0.578499995,10.29679954
1.68301E+18,0.383482666,0.541799963,-0.095599994,1.085199952,,,2.370699883,0.017099999,9.515699387,,,18,2.912499845,-0.078499995,10.60089934
1.68301E+18,0.403482666,2.386100054,-0.237899989,0.200599998,,,2.477900028,-0.036499999,9.48829937,,,19,4.864000082,-0.274399988,9.688899368
1.68301E+18,0.423482666,0.955899954,-0.089699998,0.706200004,,,2.535199881,-0.057299998,9.473099709,,,20,3.491099834,-0.146999996,10.17929971
1.68301E+18,0.443482666,1.233999968,-0.598199964,0.977799952,,,2.56099987,-0.039099999,9.466199875,,,21,3.794999838,-0.637299962,10.44399983
1.68301E+18,0.463482666,0.735099971,-0.678299963,-0.058199998,,,2.608899832,0.0605,9.453000069,,,22,3.343999803,-0.617799964,9.394800071
1.68301E+18,0.483482666,0.024599999,-0.209699988,-0.98209995,,,2.593699932,0.209699988,9.45510006,,,23,2.618299931,0,8.473000109
1.68301E+18,0.503482666,-0.113799997,-0.983399987,-0.915199995,,,2.575299978,0.326299995,9.456799507,,,24,2.461499982,-0.657099992,8.541599512
1.68301E+18,0.523482666,0.158999994,-0.547599971,-1.137599945,,,2.645599842,0.410299987,9.434100151,,,25,2.804599836,-0.137299985,8.296500206
1.68301E+18,0.543482666,-0.220199987,-0.240399987,-0.833299994,,,2.740499973,0.465999991,9.404299736,,,26,2.520299986,0.225600004,8.570999742
1.68301E+18,0.563482666,-0.412200004,0.2016,-1.067700028,,,2.834499836,0.514199972,9.37389946,,,27,2.422299832,0.715799972,8.306199431
1.68301E+18,0.583482666,-0.305999994,0.364399999,-1.198699951,,,2.875299931,0.576999962,9.35779953,,,28,2.569299936,0.941399962,8.159099579
1.68301E+18,0.603482666,-0.116399996,0.171599999,-0.596199989,,,2.881899834,0.612800002,9.353499413,,,29,2.765499838,0.784400001,8.757299423
1.68301E+18,0.623482666,-0.242299989,-0.149700001,0.116499998,,,2.831199884,0.64989996,9.366499901,,,30,2.588899896,0.500199959,9.482999898
1.68301E+18,0.643482666,-0.32009998,-0.248899996,0.428499997,,,2.752099991,0.680399954,9.387899399,,,31,2.432000011,0.431499958,9.816399395
1.68301E+18,0.663482666,-0.166599989,-0.256799996,0.819299996,,,2.677099943,0.688299954,9.408899307,,,32,2.510499954,0.431499958,10.2281993
1.68301E+18,0.683482666,0.154499993,-0.111299999,1.160899997,,,2.610899925,0.650699973,9.430199623,,,33,2.765399918,0.539399974,10.59109962
1.68301E+18,0.703482666,0.346300006,0.1008,1.040400028,,,2.575999975,0.605199993,9.442799568,,,34,2.922299981,0.705999993,10.4831996
1.68301E+18,0.723482666,0.129099995,0.146799996,0.752699971,,,2.538199902,0.559199989,9.455900192,,,35,2.667299896,0.705999985,10.20860016
1.68301E+18,0.743482666,-0.023899999,0.517399967,0.716399968,,,2.485299826,0.512199998,9.472599983,,,36,2.461399827,1.029599965,10.18899995
1.68301E+18,0.763482666,-0.34799999,0.418599993,0.103099994,,,2.436800003,0.4639,9.487699509,,,37,2.088800013,0.882499993,9.590799503
1.68301E+18,0.783482666,-0.526499987,0.5273,-0.388599992,,,2.399600029,0.423799992,9.498999596,,,38,1.873100042,0.951099992,9.110399604
1.68301E+18,0.803482666,-0.565599978,0.525699973,-0.805000007,,,2.350399971,0.376399994,9.513299942,,,39,1.784799993,0.902099967,8.708299935
1.68301E+18,0.823482666,-0.466899991,0.536199987,-1.050899982,,,2.271299839,0.346300006,9.533699989,,,40,1.804399848,0.882499993,8.482800007
1.68301E+18,0.843482666,-0.063999996,0.685400009,-1.076399922,,,2.211699963,0.29519999,9.549399376,,,41,2.147699967,0.980599999,8.472999454
1.68301E+18,0.863482666,0.109099999,0.666299999,-0.845599949,,,2.156100035,0.235799998,9.563699722,,,42,2.265200034,0.902099997,8.718099773
1.68301E+18,0.883482666,0.194999993,0.773499966,-0.373400003,,,2.079999924,0.177599996,9.581799507,,,43,2.274999917,0.951099962,9.208399504
1.68301E+18,0.903482666,0.041699998,0.797399998,-0.091699995,,,1.978299975,0.124399997,9.604199409,,,44,2.019999973,0.921799995,9.512499414
1.68301E+18,0.923482666,-0.052099999,0.869699955,-0.091199994,,,1.885899901,0.071599998,9.623299599,,,45,1.833799902,0.941299953,9.532099605
1.68301E+18,0.943482666,0.142800003,0.929999948,-0.120299995,,,1.838099957,0.011399999,9.632800102,,,46,1.98089996,0.941399947,9.512500107
1.68301E+18,0.963482666,0.078699999,0.94509995,0.1417,,,1.823699951,-0.052699998,9.635399818,,,47,1.90239995,0.892399952,9.777099818
1.68301E+18,0.983482666,0.164199993,1.0079,0.234799996,,,1.846099973,-0.115499996,9.630599976,,,48,2.010299966,0.892400004,9.865399972
